title,address,business_model,description,email,foundation_year,founders_number,growth_stage,is_active,last_updated,link,staff_size,tags,telephone,total_team_size,website
Trustloop e.V.,"Lenaustraße 5, 81373 München",B2B," Trustloop ist eine Crowd-Watching-Platform, die Deine Aufmerksamkeit in Spendengelder von Unternehmen für nachhaltige und soziale Projekte umwandelt. Auf der digitalen Plattform von Trustloop stellen NGOs und Unternehmen ihre gemeinsamen Sozial- und Umweltprojekte vor, um die Menschen für die Projekte zu sensibilisieren. Trustloop produziert Videos über die gemeinsamen Projekte und stellt diese über Social Media und ihre digitale Plattform zur Verfügung. Wenn eine Person eine Minute ihrer Zeit damit verbringt, sich ein Video anzusehen, spendet das Partnerunternehmen einen entsprechenden Betrag an die Organisation.",wanessa@trustloop.org,2020,3,Startup-Stage,False,08.07.2022,https://www.munich-startup.de/startups/trustloop-ev/,3,Social Entrepreneurship,,6,http://www.trustloop.org
TYPE10 Media GmbH,"Albert-Roßhaupter-Straße 32, 81369 München",, Wir sind kurz vor dem Launch unseres ersten Mobile Games und haben eine Menge weiterer Titel in der Pipeline.,info@type10.com,,,,True,05.09.2017,https://www.munich-startup.de/startups/type10-media-gmbh/,,"Games,Medien",(089) 41614848-0,,https://type10.com
truckoo GmbH,"Westendstraße 193, 80686 München",B2B," Truckoo ist ein im Dezember 2019 gegründetes junges Tech-Startup mit Sitz in München und finanziert von bekannten deutschen Investoren. Unsere Vision ist es die heutige Struktur des Gebraucht-Nutzfahrzeug-Handels zu digitalisieren und die digitale und europaweite Ankaufsplattform für gebrauchte Nutzfahrzeuge und Baumaschinen zu werden. Der heutige analoge Ansatz des An- und Verkaufs von gebrauchten Nutzfahrzeugen und Baumaschinen ist sehr zeit- und kostenintensiv, die Margen kleiner, das Risiko falscher Preisbewertung deutlich höher – im Gesamten schlichtweg nicht mehr zukunftsfähig. Ein Händler in Deutschland stellt aktuell 40% seines Fahrzeugbestandes über ein Jahr auf seinen Hof und sucht über undifferenzierende Plattformen seinen Kunden im Export. Der Wortlaut von Export Vermittlern “letzter Preis” ist leidiger Alltag – der gute Zustand und damit der höhere Preis ist an ferne Kunden nicht zu übermitteln. Der lokale deutsche Händler hat keinerlei Möglichkeiten, direkt Einfluss auf Unternehmer im Export zu nehmen. Was benötigt er? Welches Budget hat er? Was sucht er in 3 Monaten? Die Kundennähe und das Wissen über die aktuelle Nachfrage sind nicht gegeben. Unsere Analyse des Problems ist die inhärente Struktur des Gebrauchtwagenhandels. Die Fahrzeuge werden lokal angekauft und lokal in Deutschland abgestellt und über Plattformen, an internationale Kunden angeboten. Preise werden anhand einzelner Erfahrungsberichte geboten – Margen teilweise absolut überschätzt. Unsere Antwort darauf ist: Unsere bestehenden LKW Werkstätten! truckoo, als Tech Startup, hat sich zum Ziel gesetzt, die digitale und europaweite Ankaufsplattform von gebrauchten Nutzfahrzeugen und Baumaschinen zu werden – im Verbund mit bestehenden Werkstätten. Als erste digitale und europaweite Plattform der Branche versetzen wir Werkstätten in die Lage zentrale Servicepoints im Ankauf und Verkauf zu werden. Diese können erstmalig ihr Wissen und ihren engen Kontakt zu ihren Kunden nutzen und ein profitables Nebengeschäft aufbauen – und das ohne großen Aufwand und Risiko – dank truckoo als Betriebssystem. Ausgestattet mit der truckoo App – können Werkstätten für ihre Kunden jederzeit aktiv werden und die Fahrzeuge aufnehmen. Die Daten werden in Echtzeit an unser internationales Käufernetzwerk angeboten. truckoo übernimmt die Kommunikation und die Abwicklung – absolut digital. Ein absolutes Novum in der Branche!",info@truckoo.com,2019,2,Growth-Stage,True,18.10.2022,https://www.munich-startup.de/startups/truckoo-gmbh/,15,"Automotive,Mobility",0151 50901140,17,http://www.truckoo.com
Uniscon GmbH,"Ridlerstraße 57, 80339 München",," Die Unsicon GmbH ist ein Unternehmen der TÜV SÜD Gruppe. Als Teil der Digitalisierungsstrategie von TÜV SÜD bietet Uniscon hochsichere Cloud-Anwendungen und Lösungen für sicheren und gesetzeskonformen Datenverkehr. TÜV SÜD ist ein weltweit führendes technisches Dienstleistungsunternehmen mit über 150 Jahren branchenspezifischer Erfahrung und heute mehr als 24.000 Mitarbeitern an etwa 1000 Standorten in 54 Ländern. In diesem starken Verbund ist Uniscon in der Lage, mit der Sealed Cloud und ihren Produkten internationale Großprojekte in den Bereichen IoT und Industrie 4.0 zuverlässig zu realisieren.",contact@uniscon.de,,3,Growth-Stage,True,01.10.2019,https://www.munich-startup.de/startups/uniscon-gmbh/,0,"Cloud,IT Security,IT/Technologie",089 4161 5988 100,3,http://www.uniscon.com
Unternehmertum Venture Capital Partners,"Lichtenbergstr. 6, 85748 Garching",," Unternehmertum Venture Capital Partners (UVC Partners) ist eine early-stage Venture Capital-Gesellschaft, die gezielt in technologiebasierte Startups in den Bereichen Industrial Technologies, Enterprise Software und Mobility investiert. Pro Investitionsrunde werden € 0,5 – 4 Mio. investiert und in erfolgreiche Beteiligungen bis zu € 15 Mio. insgesamt. Portfoliounternehmen profitieren von der umfangreichen Investitions- und Exiterfahrung des Management Teams und von der engen Zusammenarbeit mit der UnternehmerTUM, dem führenden Innovations- und Gründerzentrum Europas. Mit seinen über 180 Mitarbeitern und mehr als 100 Industriepartnern verfügt die UnternehmerTUM über langjährige Erfahrung beim Aufbau junger Unternehmen. Durch die Partnerschaft kann UVC Partners Startups einen einzigartigen Zugang zu Talenten, Kunden und Partnern bieten. Zum Portfolio gehören Investments wie FlixBus, Carjump (Free2Move), KONUX, Blickfeld, 3YOURMIND und Vimcar. Spezialgebiete Venture Capital, Early-Stage, Internet, Software, SaaS, Information Technology, Data & Analytics, Big Data,  Hardware, Mobility, Smart City, B2B, Industrie 4.0, Internet of Things (IoT), Manufacturing Technologies Gründung: 2011 Geschäftsführung: Dr. Ingo Potthof, Dr. Helmut Schöneberger, Johannes von Borries Anzahl Portfoliounternehmen: 29 Portfoliounternehmen: 3YOURMIND, AMW, Blickfeld, Capmo, CarJump, Ciara, DyeMansion, Dynamic Biosensors, ELISE, everskill, FAZUA, finn FlixMobility GmbH, fos4X, GNA, HQS, Hypatos, i2x, Innoactive, Isar Aerospace Technologies, Konux GmbH, Loyalty Prime, Orpheus GmbH, shyftplan, SorTech, Tacto Technology, TWAICE, VEACT,Vimcar. Kapital pro Investment: 500.000 bis 4 Mio. EUR Startups schicken ihre Businesspläne an: pitch@uvcpartners.com Unternehmensgröße: 1-10 Mitarbeiter Typ: In Privatbesitz",pitch@uvcpartners.com,,,,True,12.05.2023,https://www.munich-startup.de/startups/unternehmertum-venture-capital-partners/,,Investor,,,http://www.uvcpartners.com/
UnternehmerTUM,"Lichtenbergstr. 6, 85748 Garching",," Bei UnternehmerTUM werden Visionen zu erfolgreichem Geschäft. Unsere Teams befähigen innovative Menschen zu unternehmerischem Handeln. Zusammen mit Startups und etablierten Firmen bringen wir Tech-Gründungen voran — von der ersten Idee bis zur marktführenden Position. Seit 2002 unterstützen wir mit der Technischen Universität München (TUM) und der Unternehmerin Susanne Klatten zukunftsweisende Gründungen wie Celonis, Konux und Lilium. Im Entrepreneurship Center auf dem Forschungscampus Garching bündeln die Technische Universität München und UnternehmerTUM ihre Angebote für Gründende unter einem Dach. Das Munich Urban Colab ist als Innovations- und Gründungszentrum für Smart City Solutions unser zweiter Standort—aufgebaut von UnternehmerTUM und der Landeshauptstadt München.",info@unternehmertum.de,2002,,,True,30.07.2021,https://www.munich-startup.de/startups/unternehmertum-gmbh/,250,"Accelerator/Incubator,Education",089 1894690,250,http://www.unternehmertum.de
Unisphere GmbH,"Friedrichshafenerstr. 1, 82205 Gilching",," UNISPHERE aspires to be the world’s leading company for solar-powered high altitude drones & flight management services. With the power of the sun, our solar drones are capable of unlimited flight. Conquering the stratosphere, we provide sustainable and economically viable services for airborne communication and observation.",info@unisphere.de,,,,False,14.04.2021,https://www.munich-startup.de/startups/unisphere-gmbh/,,,,,http://www.unisphere.de
Unverblümt,"Bauerstr. 5, 80796 München",," ist eine Dating App für Singles mit ernsthaften Beziehungsabsichten. Alle Singles haben ein Profil-Video statt ein Profil-Foto, so lernen unsere Mitglieder keine Fotos kennen, sondern Menschen.",kontakt@unverbluemt.de,,,,True,05.09.2017,https://www.munich-startup.de/startups/unverbluemt/,,"App,Dating,IT/Technologie,Lifestyle,SaaS",,,http://www.unverbluemt.de/app
Unplanned Moments GmbH,"Freibadstrasse 15, 81541 München",B2C," Maßgeschneiderte Reisen. Ins Unbekannte. Unplanned.de organisiert Überraschungsreisen aller Art. Sei es in die Natur, die Stadt, die Berge oder ans Meer. 3 Tage vor Abreise gibt es die Wettervorhersage und eine Packliste per Email. Wohin es geht erfahren die Abenteurer 2 Stunden vor Abreise. Woran wir glauben: Eine romantische Nacht im Zelt bei Regen, Dinner über den Dächern der Lieblingsstadt, ein Bier mit einem guten Freund und dabei die Füße im Wasser baumeln lassen. Wir sind viel gereist und können es kaum erwarten, noch mehr von der Welt zu sehen und natürlich unseren Unplanned Gästen die ein oder andere Ecke zu zeigen. Wir glauben außerdem an das Abenteuer Überraschungsreise und lieben die Spannung im Vorfeld sowie das Gefühl, die Kontrolle mal abzugeben. Lasst uns also einfach mal machen!",hallo@unplanned.de,,2,Seed-Stage,False,10.05.2022,https://www.munich-startup.de/startups/unplanned-moments-gmbh/,11,"Lifestyle,Travel",089 18926033,13,https://www.unplanned.de/
Unetiq GmbH,"Müllerstraße 43, 80469 München",," entwickelt intelligente und maßgeschneiderte Lösungen im Bereich Machine Learning und Data Science. Durch unseren interdisziplinären Hintergrund im Ingenieurswesen und der IT können wir uns schnell in unterschiedlichste Problemstellungen einarbeiten und geeignete Lösungen finden. Daneben entwickeln wir unsere eigene Smart Factory Software, welche durch die Verwendung von künstlicher Intelligenz und Multi-Agenten-Systemen eine flexible und robuste Produktion ermöglicht.",info@unetiq.com,,,,True,23.10.2018,https://www.munich-startup.de/startups/unetiq-gmbh/,,"Artificial Intelligence,Big Data,Industry,IT/Technologie",+49 89 215 39 144,,http://www.unetiq.com
United Regulations UG (haftungsbeschränkt),"Zaubzerstr. 20, 81677 München",," United Regulations ist eine Onlineplattform für nachhaltige Unternehmensratings. Die Plattform funktioniert, ähnlich wie die Vergleichswebseiten Swoodoo oder Trivago, nur für Unternehmen. Für die neutrale und objektive Bewertung greifen wir auf viele zuverlässige Quellen, wie Presse, NGOs und Forschungsinstitute zurück. Der Mehrwert für unsere Kunden liegt in der Vergleichbarkeit mit dem Wettbewerb, der Plattformpräsenz und der positiven Imagebildung.",info@unitedregulations.org,,,,False,06.03.2020,https://www.munich-startup.de/startups/united-regulations-ug-haftungsbeschraenkt/,,Social Entrepreneurship,,,http://www.unitedregulations.org
Uniki GmbH,"Freisinger Landstr. 28, 80939 München",," ist die Zukunft der privaten Cloud: Magisch einfach. Sicher und Privat. Individuell mit unzähligen Anwendungen erweiterbar. Das Produkt uSpace ist ein Gerät für kleine und mittlere Unternehmen und erlaubt jedem, seine eigene IT zu betreiben, ohne Fachwissen zu besitzen.",info@uniki.de,,,,True,05.09.2017,https://www.munich-startup.de/startups/uniki-gmbh/,,"Cloud,IT Security,IT/Technologie",089741185266,,https://www.uniki.de/
UNFALLHELDEN,"Widenmayerstraße 48, 80538 München",, Die sind ein versicherungsunabhängiger Komplettabwickler von Schäden nach einem Autounfall. Mit dem Netzwerk der Unfallhelden kommen Geschädigte vollumfänglich zu ihrem Recht.,service@unfallhelden.de,,,,True,05.09.2017,https://www.munich-startup.de/startups/unfallhelden/,,Mobility,0800 72 41 794,,http://www.unfallhelden.de
uptea GmbH,"Tegernseer Platz 1, 81541 München",B2C," Hochwertige Tees mit einer extra Dosis natürlich Koffein, was so besser wach macht als Kaffee. uptea! Geschmacklich vielfältig, gut bekömmlich und mit langanhaltender Wirkung. Kein Zucker, keine künstlichen Inhaltsstoffe. Eine gesunde Alternative zu Kaffee und Energydrinks und ein echter Wachmacher! Vom Anbau des Tees über die Veredelung und Abfüllung in Deutschland bis hin zur Verpackung achten wir bei uptea stets auf Nachhaltigkeit. Wir benutzen beispielsweise biologisch abbaubaren Beutel, die du bedenkenlos kompostieren kannst. Bei uptea ist uns ein grüner Fußabdruck sehr wichtig, sodass du unsere gesunden Wachmacher mit bestem Wissen genießen kannst.",max@uptea.de,2020,2,Seed-Stage,True,02.01.2023,https://www.munich-startup.de/startups/uptea-gmbh/,2,"Food,Getränke",017631126857,4,http://www.uptea.de
uptodate Ventures GmbH,"Schlierseestr. 30, 81539 München",B2C," Einfach smarter leben. Mit cleveren Lösungen für den Alltag. Mit Smart Home-Produkten für Dein Zuhause. Mit inspirierenden Ideen zu mehr Nachhaltigkeit und Gesundheit. Bei uptodate helfen wir Dir, smarter zu leben. Unser Portfolio umfasst innovative und bedarfsgerechte Services, Smart Home-Produkte, Apps und Lösungen für alle relevanten Bedürfnisse des Lebens zuhause. Wir ermöglichen Dir, Dein Leben nachhaltiger, effizienter und unkomplizierter zu leben. Dabei setzen wir auf Qualität. Denn „smart“ ist nicht mehr nur das Zuhause. Smart ist ein Lebensstil. Als Unternehmen, das auch E-Commerce betreibt, ist es unser wichtigstes Anliegen, Prozesse nachhaltig zu gestalten. Mit unserem Angebot unterstützen wir unsere Kund*innen dabei, bewusster zu konsumieren und sich zuhause nachhaltiger zu verhalten – durch Digitalisierung und eine smarte Lebensweise. Recycling, Wiederverwendung und ein Angebot zum Ausgleich; unser Ziel ist es, die gesamte Wertschöpfungskette des E-Commerce um den Aspekt der Nachhaltigkeit zu bauen. Die Entwicklung unserer App Earnest ist dabei ein wichtiger Meilenstein. Earnest hilft Dir dabei, neue, nachhaltige Routinen zu entwickeln, motiviert Dich und hält Dich uptodate. Eine Win-Win-Situation für Dich, Dein Zuhause und unsere Umwelt – smart eben! Die beiden Köpfe hinter dem Unternehmen sind Jessica Schneider und Martin Hilgers, die zusammen langjährige Erfahrung aus Amazon und Payback mitbringen. Als Partner der Versicherungskammer Bayern stehen wir für Qualität, Zuverlässigkeit und Sicherheit. Wir sind Dein Begleiter bei der Unterstützung der Herausforderungen des Alltags. Weil smart eben auch easy ist.",eva.mlynar@uptodate.de,2018,2,Growth-Stage,True,28.05.2021,https://www.munich-startup.de/startups/uptodate-ventures-gmbh/,0,"(e)Commerce,Online Shopping",,2,https://www.uptodate.de/
Vemcon GmbH,"Hans-Pinsel-Str. 9a, 85540 Haar",," ist der Spezialist für die Steuerung von mobilen Arbeitsmaschinen. Unsere Kernkompetenz ist die Vereinfachung der Maschinenbedienung. In unseren Lösungen vereinen wir Fahrerassistenz und intuitive Ergonomie. Unsere Produkte sind zukunftsweisend. Mit unserem Expertenwissen auf dem Gebiet der Steuerungstechnik entwickeln wir maßgeschneiderte Lösungen, die exakt auf den Arbeitsprozess der jeweiligen Maschine abgestimmt sind. Wir vereinfachen die Bedienung mobiler Maschinen wie Bagger, Grader, Radlader sowie Agrar- und Kommunalmaschinen erheblich. Dadurch kann der Maschinenführer wesentlich sicherer, schneller und genauer mit seiner Maschine arbeiten und die Produktivität der mobilen Arbeitsmaschine wird gesteigert. Gemeinsam mit unseren OEM Kunden entwickeln wir das vereinfachte Bedienkonzept für hoch spezialisierte Maschinen. Auf Basis der Systemplattform entstehen maßgeschneiderte Joysticks und aktive Fahrerassistenzfunktionen. Wir unterstützen den OEM mit der Lieferung von Designstudien und Mustern während der Entwicklungsphase und beliefern ihn anschließend in der Serie mit Erzeugnissen, die auf der Plattform basieren. Darüber hinaus bieten wir Nachrüstungen an, um die Produktivität von bestehenden Maschinen im Markt zu steigern. Diese werden über Vertriebspartner (Baumaschinen Generalimporteure und Händler) an die Betreiber der Maschinen verkauft.",info@vemcon.de,,,,True,16.08.2017,https://www.munich-startup.de/startups/vemcon-gmbh/,,,+49 89 215458470,,https://www.vemcon.com/
velvet space coworking,"Amalienstraße 71, 80799 München",," velvet space ist eine neue Coworking- und Eventlocation im Herzen von München. Eine persönliche, grüne und Wohnzimmeratmosphäre trifft auf die lebendige und urbane Umgebung des Universitätsviertels und schafft ein inspirierendes Arbeitsumfeld in der Amalienstraße. Bei velvet space wird auf individuelles Design, Liebe zum Detail, offene Kommunikation und Gastfreundschaft Wert gelegt, damit sich die Mitglieder wohl und willkommen fühlen. Wir bieten flexible coworking Möglichkeiten, die besonders für Freelancer und kleine Startups attraktiv sind.",hello@velvet-space.com,2019,,Growth-Stage,True,24.06.2020,https://www.munich-startup.de/startups/velvet-space-coworking/,,Coworking,089 20179292,,https://velvet-space.com
Varia,"Görresstrasse 37, 80798 München",Sonstiges," Varia ist ein Software Startup, spezialisiert auf NLP und Textanalyse. Mit dem Perspectives as a Service Ansatz bietet Varia die Möglichkeit, zu jedem Thema verschiedene Perspektiven zu entdecken – automatisiert. Varia Research ist unsere journalistische Recherche SaaS Applikation, die Medienbeobachtung und Recherche-Organisation in einer Anwendung vereint – und mit Machine-Learning basierten Empfehlungen ergänzt, sowie teil-automatisiert. Mit Varia Research können Journalisten/-innen und andere Researcher ihre Arbeit deutlich effizienter gestalten – schneller, bessere Artikel schreiben!",info@varia.media,2018,2,Seed-Stage,True,01.12.2021,https://www.munich-startup.de/startups/varia/,3,"IT/Technologie,Medien",,5,https://www.varia.media/
VeggiePur GmbH,"Zeppelinstraße 15, 85399 Hallbergmoos",," ist ein Food Start-Up. Mit unseren Gemüsemischungen haben wir nicht nur ein neues Produkt auf dem Markt eingeführt, sondern eine völlig neue Produktkategorie. VeggiePur revolutioniert das tägliche Kochen und ist eine Bereicherung für jedes Gericht – von bodenständig deutscher bis zur asiatischen oder italienischen Küche. Praktisch, vielseitig und ehrlich – ohne billige Füll- und Zusatzstoffe, Aromen, Konservierungsstoffe oder sonstiges ungesundes Beiwerk.",info@veggiepur.de,,,,True,05.09.2017,https://www.munich-startup.de/startups/veggiepur-gmbh/,,"Ernährung,Food,Lebensmittel,Lifestyle",+49 (0)811-1288-5302,,http://www.veggiepur.de/
vCoach GmbH,"Steinstr.70, 81667 München",B2B," vCOACH Soft Skill Training. No Trainer Needed. Powered by AI. vCOACH hat sich auf die Digitalisierung von Soft Skill Trainings spezialisiert und unterstützt bereits zahlreiche Unternehmen inkl. DAX-Konzerne dabei Trainingseffekt und Aktivierungsraten signifikant zu steigern (DHL, Telefonica, Marc O ́Polo, Boehringer Ingelheim u.v.m.) . Die vCOACH Trainings sind so skalierbar & einfach sind wie e-Learning, aber Dank neuester Technologie (u.a. künstliche Intelligenz) so wirksam und individuell sind wie persönliches Präsenztraining. So können unsere Kunden mehr Mitarbeiter noch wirkungsvoller, aber auch unkomplizierter trainieren (wir sind kein klassischer e-Learning Anbieter – die Teilnehmer erhalten Einzel-Feedback). HR INNOVATION AWARD 2020: WINNER LEARNING & DEVELOPMENT",info@vcoach.ai,2020,4,Seed-Stage,True,18.10.2021,https://www.munich-startup.de/startups/vcoach-gmbh/,20,"Coaching,Education",089 9041 8052,24,http://www.vcoach.ai
Vectoflow GmbH,"Friedrichshafener Str. 1, 82205  Gilching",," Was haben Formel 1 Boliden, Flugzeugtriebwerke, Drohnen und Dunstabzugshaben gemeinsam? Bei all diesen Anwendungen und noch vielen mehr, wird die Aerodynamik durch Produkte von uns – Vectoflow – optimiert und gesteuert. Von der einzelnen Sonde bis zum kompletten System: Mittels 3D-Druck und smarten Softwarelösungen entwickeln wir individuelle Strömungsmesstechnik, die sich perfekt an das Einsatzgebiet anpasst und auch unter schwierigen Bedingungen zuverlässige Ergebnisse liefert. Unsere Systeme messen Anströmwinkel, Druck, Geschwindigkeiten und Temperaturen von Strömungen (Luft, Wasser, Gas, Öl etc.). Auf diese Weise kann beispielsweise der Ingenieur bei BMW verstehen, wie die Luft um das Fahrzeug strömt und es dementsprechend optimieren. Bei Drohnen oder unbemannten Transportmitteln werden die gemessenen Daten direkt in die Steuerung eingebracht, um beispielsweise bei Windböen schon vor einer möglichen Auslenkung entgegenwirken zu können. Aktuell wird eine Luftfahrtzertifizierung angestrebt, bei dem die gemessenen Parameter dem Piloten oder Autopiloten wichtige Informationen bereitstellen. Strömungssonden und Systeme der Wettbewerber werden aus vielen kleinen Teilen hergestellt, was sie sehr fragil machen und sie schnell kaputt gehen. Es gibt nur 3 verschiedene Sondenformen, die für viele Anwendungen nicht ausreichen. Die Sonden sind zu groß und verblocken die Strömung, was die Messqualität negativ beeinflusst. Die Software ist nicht anwenderfreundlich und schwer in Prüfstandssysteme zu integrieren. Sonden und Systeme von Vectoflow werden mittels 3D-Druck gefertigt. Auf diese Weise werden alle Sonden in Form, Material und Größe an den jeweiligen Anwendungsfall angepasst, was die Messgenauigkeit um bis zu 45% steigert oder die Messung sogar oft erst ermöglicht. Die einteilige Bauweise macht sie zudem deutlich robuster. Eine einfach zu bedienende Software rundet das Angebot ab. Durch die Spezialisierung im 3D Druck ist es Vectoflow gelungen, die kleinste Sonde der Welt (Außendurchmesser 0,9mm) und die temperaturfesteste Sonde der Welt (bis 1800°C) herzustellen. Die am Markt erhältlichen Air data Systeme für Drohnen halten den äußerlichen Bedingungen (Witterung etc. ) nicht stand und gehen leicht kaputt. Das weiter entwickelte Airdata System für Flugzeuge, friert nicht ein (wie Konkurrenz Produkte) und verhindert Katastrophen wie damals bei Air France oder die aktuellen Boeing Beispiele. Vectoflow wurde Mitte 2015 von Florian Wehner, Dr. Christian Haigermoser und Katharina Kreitz gegründet und konnte bisher über 80 Kunden weltweit von der Qualität überzeugen. Firmen wie GE, ABB, Siemens, Universitäten, Tesla, Nasa, Esa, SpaceX, BMW oder verschie-dene Formel 1 Teams beziehen Ihre Messtechnik von Vectoflow.",info@vectoflow.de,,,,True,08.09.2020,https://www.munich-startup.de/startups/vectoflow-gmbh/,,"3D-Technology,Aerospace,IT/Technologie,Mobility",+49 89 124149570,,https://www.vectoflow.de
Utry.me GmbH,"Mies-van-der-Rohe-Str.8, 80807 München",Sonstiges," Was ist Utry.me? Utry.me ist der erste Probiermarkt ohne Preise, bei dem jedes Produkt einmal ausprobiert werden darf. Die Produkte an sich sind kostenlos. Lediglich eine Service- und Versandkostenpauschale fällt zu Buche wenn man sich seine eigenen Probierbox zusammenstellt. Der Wert der Produkte ist dabei immer höher als die Pauschale. Wie funktionierts? Nach der kostenlosen Registrierung auf www.utry.me hat man Zugriff auf alle zur Auswahl stehenden Artikel. Man kann dann nach Wunsch und Laune seine Probierbox zusammenstellen. Rechts oben am Bildschirmrand wird der sich füllende Warenkorb grafisch angezeigt. Man kann sich so viele Produkte aussuchen, bis der Balken voll ist. Nach der Bestellbestätigung geht das Paket direkt auf den Weg und ist innerhalb von 2-3 Werktagen beim Besteller zu Hause.",info@utryme.com,2017,2,Growth-Stage,True,23.08.2021,https://www.munich-startup.de/startups/utry-me/,25,"(e)Commerce,Online Shopping",089 215368713,27,http://www.utry.me
utransto GmbH,"Heidemannstr. 25 - 27, 80939 München",," Weltweiter Versand von Handyguthaben ohne PIN Eingabe. utransto ermöglicht die Aufladung von Prepaid-Handys mittels sogenannter Direktaufladung in über 110 Länder. Aufgeladen werden können Rufnummern von über 500 verschiedenen Anbietern mobiler Kommunikation. Ein sekundenschneller Versand sowie eine deutschsprachige Kundenbetreuung sind dabei selbstverständlich. Zahlreiche Funktionen wie ein eigenes Adressbuch, sowie die Möglichkeit andere Nutzer zu werden runden das Angebot ab.",munich-startup@utransto.com,,,,True,23.02.2017,https://www.munich-startup.de/startups/utransto-gmbh/,,,089 / 381 53 621,,https://www.utransto.com/de/
Usercentrics,"Sendlinger Straße 7, 80331 München",B2B," Usercentrics is a market leader in the area of enterprise consent management platforms (CMP) and empowers companies to obtain, manage and document the consent of their users across platforms. Usercentrics’ solution is easy to implement, fully customizable and helps companies to become legally compliant. Partnering with agencies, technology and data protection experts across 30+ countries, Usercentrics’ intuitive and user-friendly interface, real-time monitoring, in-depth opt-in testing, on-page opt-in optimization tools and more help the world’s leading organizations to implement a transparent Consent Management Platform and achieve GDPR compliance.",marketing@usercentrics.com,,,Growth-Stage,True,15.07.2021,https://www.munich-startup.de/startups/usercentrics-gmbh/,,"FinTech | InsurTech | LegalTech | RegTech,LegalTech",,,https://www.usercentrics.com
Vendl / Desio Gmbh,"Wendl-Dietrich Str. 16, 80634 München",," ist eine innovative Verpackung, die es ermöglicht Bier immer und überall zu trinken wie im Biergarten. Im Prinzip ist es eine Flasche, die sich nach dem Öffnen in ein Bierglas verwandelt. Noch nie war der Weg zum perfekten gezapften Bier so einfach. Das zum Patent angemeldete System ermöglicht es, dass von herkömmlichen Bier-Abfüllanlagen befüllt werden kann",info@vendl.de,,,,False,31.05.2022,https://www.munich-startup.de/startups/vendl-desio-gmbh/,,"Food,FoodTech,Getränke",+49 177 4925937,,http://vendl.de/
Userlane GmbH,"Rosenheimer Str. 145, 81671 München",," Mit finden sich Nutzer in jeder neuen Software sofort zurecht – ganz ohne Vorkenntnisse. Heute kommt kein Auto ohne integriertes Navigationssystem aus. Userlane überträgt das gleiche Prinzip auf Software. Ein virtueller Assistent führt Nutzer direkt in der Anwendung – Schritt für Schritt und in Echtzeit. Bisher greifen Nutzer bei Fragen zur Software häufig auf Video-Tutorials, PDF-Handbücher oder FAQs zurück. Der Nachteil: Zum Nachschlagen muss die Arbeit unterbrochen werden. Im Gegensatz dazu wird Userlane direkt in die Anwendung integriert. Den Nutzern wird wie in einem Navigationssystem gezeigt, wo sie in der jeweiligen Software klicken müssen. Alle nicht relevanten Bildschirm-Elemente werden dabei ausgeblendet. Mit der Userlane-Technologie können Unternehmen einer unbegrenzten Anzahl von Mitarbeitern Software-Know-How vermitteln – automatisiert, effektiv und direkt am eigenen Arbeitsplatz. Dadurch sparen Arbeitgeber Schulungskosten und können qualifizierte Mitarbeiter unabhängig von Softwarekenntnissen einstellen. SaaS-Anbieter können mit Userlane das User Onboarding automatisieren und optimieren. Die integrierte Hilfestellung sorgt dafür, dass Nutzer die Software von Anfang an sicher beherrschen. Dies führt zu einer Steigerung der Konversionsrate sowie einer Reduktion der Supportkosten.",tatjana.galinker@userlane.com,,,,True,02.10.2018,https://www.munich-startup.de/startups/userlane-gmbh/,,"IT/Technologie,SaaS",089 414171167,,https://www.userlane.com/
useley GmbH,"Buttermelcher Straße 16, 80469  München",," ist das „Airbnb für Produkte“, also eine Verleihplattform, auf der du sowohl deine Produkte verleihen, als auch die von anderen leihen kannst. Lieferung und Versicherung übernehmen wir, du kannst dich voll und ganz auf das Erlebnis mit unseren Produkten konzentrieren. Also wenn du mal wieder eine GoPro für den nächsten Urlaub, eine Polaroidkamera für die nächste WG-Party, eine Bohrmaschine für den nächsten Umzug, oder einfach mal wieder einen entspannten Fifa Abend mit einer Playstation 4 und deinen Kumpels brauchst, schau auf unserer Seite vorbei!",lucian@useley.com,,,,True,12.04.2021,https://www.munich-startup.de/startups/useley/,,"(e)Commerce,App,B2C,IT/Technologie,SaaS",0174/2466412,,http://www.useley.com
